genres,artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count
[],Chrorus,0.991,0.49,159475,0.587,0.0122,0.805,-7.934,0.0489,119.99,0.569,5,11,1,2
"['east coast hip hop', 'electro', 'hardcore hip hop', 'hip hop', 'hip house', 'old school hip hop']",Chubb Rock,0.1246,0.894,249420,0.4795,3.74E-05,0.219,-12.847,0.2385,103.368,0.495,43,2,1,4
"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']",Chubby Checker,0.256503893,0.632892857,148358.0714,0.711714286,0.0308101,0.163771429,-6.486107143,0.052732143,119.8222857,0.902714286,27.46428571,8,1,56
[],Chubby Jackson Big Band,0.844785714,0.431357143,184036.0714,0.366914286,0.168354619,0.178435714,-10.66507143,0.037621429,146.334,0.615714286,4,10,1,14
[],Chubby Jackson Orchestra,0.897,0.352,179000,0.2685,7.98E-06,0.143,-9.407,0.03375,126.151,0.335,9.5,1,1,4
"['bolero', 'puerto rican pop']",Chucho Avellanet,0.761,0.322666667,178773.3333,0.362666667,0.000142053,0.286,-10.59966667,0.0332,126.9233333,0.408333333,26.33333333,10,1,6
['cumbia sonidera'],Chucho Ponce Los Daddys de Chinantla,0.143,0.542,322987,0.888,0.000824,0.378,-2.933,0.0379,182.016,0.949,51,0,1,2
"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",Chuck,0.37,0.483,331133,0.644,0,0.202,-6.605,0.307,87.937,0.532,54,1,0,2
"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",Chuck Berry,0.686319537,0.632976852,157203.0231,0.619541667,0.121879643,0.185113426,-10.216375,0.066349074,127.051912,0.809430556,30.06018519,0,1,216
['go-go'],Chuck Brown and the Soul Searchers,0.13683,0.7755,328847,0.7685,0.1684,0.0888,-10.4505,0.0518,103.265,0.8925,33,3,1,4
"['conscious hip hop', 'east coast hip hop', 'old school hip hop']",Chuck D,0.148,0.822,201573,0.635,0,0.0867,-13.571,0.304,111.888,0.63,33,11,0,2
[],Chuck Darling,0.951,0.684,192888,0.27,0.851,0.0577,-15.139,0.139,141.993,0.962,0,9,1,2
"['beach music', 'brill building pop', 'classic soul', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']",Chuck Jackson,0.368,0.376,139533,0.504,1.72E-06,0.162,-9.454,0.0372,140.794,0.625,35,0,1,2
['singing bowl'],Chuck Jonkey / Sonic Safari Productions,0.916,0.0569,554747,0.00413,0.971,0.12,-30.684,0.0575,56.436,0.0245,45,3,1,2
[],Chuck Lee,0.543,0.7025,243020,0.3535,0.009995,0.1115,-12.647,0.0352,97.5655,0.471,34.5,7,1,2
"['jazz trumpet', 'smooth jazz']",Chuck Mangione,0.46083125,0.47853125,462498.8125,0.41034375,0.443042187,0.2348125,-13.1008125,0.044475,114.4372188,0.486875,30.21875,5,1,32
"['alternative country', 'alternative roots rock', 'country rock', 'deep new americana', 'folk', 'heartland rock', 'new americana', 'power pop', 'pub rock', 'roots rock']",Chuck Prophet,0.112,0.359,311707,0.647,0.00066,0.166,-6.352,0.0293,179.764,0.471,49,5,1,2
['electric bass'],Chuck Rainey,0.909,0.784,147267,0.165,0.494,0.114,-20.411,0.0772,134.989,0.709,20,4,0,1
[],Chuck Riley,0.776,0.532,3432107,0.307,0,0.116,-20.451,0.921,77.781,0.443,42,0,1,2
[],Chuck Strangers,0.336666667,0.597333333,372114.6667,0.832333333,0,0.136666667,-5.026666667,0.352666667,104.6196667,0.606,49,10,0,3
"['deep ragga', 'old school dancehall']",Chuck Turner,0.8282,0.4466,170018.6,0.3614,0.07494,0.09424,-9.0124,0.02932,101.7206,0.283,31.4,2,1,10
[],Chuck Wagner,0.9245,0.462,142380,0.2705,0,0.1095,-12.2295,0.04925,134.2105,0.3675,30,4,1,4
"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Chuck Wicks,0.451333333,0.528333333,242506,0.428333333,4.37E-05,0.113,-8.173333333,0.030133333,111.5,0.260333333,47.33333333,8,1,6
"['doo-wop', 'jazz blues', 'rhythm and blues', 'rock-and-roll']",Chuck Willis,0.803571429,0.491428571,158196.1429,0.389142857,0.000342857,0.222285714,-8.128285714,0.047171429,146.2748571,0.666285714,14.85714286,5,1,7
"['new jack swing', 'quiet storm', 'urban contemporary']",Chuckii Booker,0.0629,0.538,334766.5,0.6275,0.02935,0.112,-11.4,0.047,187.7395,0.714,40.5,6,1,4
[],Chuito & The Latin Uniques,0.625,0.382,286613,0.325,5.85E-06,0.191,-10.431,0.0286,176.651,0.7,22,0,1,2
"['musica jibara', 'puerto rican folk']",Chuito El De Bayamon,0.311,0.598,211000,0.713,5.34E-06,0.356,-5.568,0.0417,126.676,0.907,39,0,1,1
[],Chuji Kinoshita,0.904,0.325,136979,0.266,0.0805,0.1,-11.9,0.0367,73.956,0.254,0,6,0,1
['anarcho-punk'],Chumbawamba,0.106,0.263,278960,0.871,0,0.363,-7.496,0.131,206.68,0.622,62,2,1,2
[],Chunilal Pardesi,0.994,0.869,177348,0.189,0.00471,0.0997,-6.595,0.312,95.922,0.664,0,11,0,1
['bahamian folk'],"Church of God Congregation (Nassau, Bahamas)",0.982,0.564,222133,0.508,0.895,0.273,-14.489,0.0603,114.228,0.586,0,10,1,2
"['canadian hip hop', 'deep underground hip hop', 'sacramento hip hop', 'underground hip hop']",Chuuwee,0.341,0.628,271778,0.588,0,0.406,-9.506,0.291,83.13,0.491,53,11,0,1
"['banda', 'corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican']",Chuy Lizarraga y Su Banda Tierra Sinaloense,0.6455,0.7,217593.5,0.494,5.35E-05,0.151325,-4.66175,0.0543,142.027,0.91525,50.5,3,1,8
"['corrido', 'deep regional mexican', 'norteno']",Chuy Vega,0.167,0.809,212689,0.54,0.000248,0.0838,-8.618,0.0397,112.318,0.859,56,4,1,2
"['c-pop', 'classic cantopop', 'classic mandopop', 'taiwan campus folk']",Chyi Chin,0.767,0.667,232827,0.336,0,0.306,-10.812,0.0376,73.913,0.461,38,5,0,2
"['c-pop', 'classic mandopop', 'fo jing', 'vintage chinese pop']",Chyi Yu,0.6716,0.3318,244640,0.3442,8.65E-06,0.204,-10.1696,0.0345,104.6756,0.276,38,11,0,5
[],Chyna Whyte,0.00386,0.676,301093,0.746,0,0.142,-6.442,0.402,160.068,0.705,42,1,1,1
['opera'],Chœur et Orchestre de l'Opéra de Paris,0.928815789,0.301663158,190149.8947,0.171336842,0.100269884,0.317052632,-16.80497368,0.050978947,87.90894737,0.187736842,0,2,1,38
"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",Ciara,0.0856977,0.746275,233441.425,0.660025,0.001615911,0.14251,-6.7196,0.12604,120.0433,0.5504,56.3,6,1,40
[],Ciaran Hinds,0.914,0.267,209733,0.268,0,0.163,-17.37,0.0431,103.296,0.405,47,5,1,1
"['british singer-songwriter', 'indie anthem-folk', 'irish singer-songwriter']",Ciaran Lavery,0.846,0.619,251960,0.299,4.99E-05,0.243,-7.744,0.0279,115.405,0.31,58,2,1,2
"['shibuya-kei', 'trip hop']",Cibo Matto,0.024773333,0.67,204795.3333,0.538333333,0.080813333,0.144666667,-10.88366667,0.174,91.86133333,0.333,38.33333333,7,1,6
[],Cielo Azul,0.168,0.42,341653.5,0.5235,6.05E-06,0.20685,-10.6795,0.0376,164.2715,0.5995,35,2,1,4
"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",Cigarettes After Sex,0.339541667,0.415583333,275068.3333,0.41525,0.567825,0.115666667,-11.178,0.029025,92.15341667,0.166641667,56.41666667,7,1,24
"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",Cilla Black,0.5185,0.478,154826.5,0.6155,0.0064,0.238,-6.448,0.04805,94.768,0.625,39.5,11,1,4
"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",Cinderella,0.043031879,0.457041667,250586.625,0.765625,0.142350833,0.2172625,-10.44854167,0.036770833,130.1493333,0.518875,41.08333333,9,1,48
[],Cinderella Ensemble,0.879,0.395333333,203746.6667,0.320666667,0.032471767,0.096366667,-14.79266667,0.055033333,104.066,0.443666667,9.333333333,7,1,3
"['disney', 'movie tunes']",Cinderella's Mice Chorus,0.97,0.264,276307,0.128,0.000803,0.127,-17.857,0.0499,73.643,0.15,52,3,1,2
[],Cinders,0.182,0.753,243375,0.669,0.0774,0.442,-7.39,0.0505,159.994,0.66,62,2,1,2
[],Cindy Benson,0.883,0.214,209507,0.344,1.02E-06,0.243,-14.255,0.04,78.155,0.21,39,2,1,1
"['jazz trumpet', 'smooth jazz']",Cindy Bradley,0.461,0.617,314312,0.594,0.799,0.122,-9.527,0.0345,91.964,0.513,46,2,0,2
['hollywood'],Cindy Bullens,0.707,0.6344,163482.4,0.3078,0.0066662,0.1382,-13.1612,0.03408,105.3744,0.583,46.6,2,1,5
[],Cindy Dickenson,6.57E-05,0.622,444507,0.988,0.0578,0.654,-2.735,0.195,132.544,0.238,34,9,0,2
[],Cinico Angelini,0.977,0.699,152893,0.444,2.51E-06,0.349,-11.612,0.0551,116.423,0.929,0,5,1,2
"['dreamo', 'emo', 'philly indie', 'pop punk', 'post-hardcore', 'progressive post-hardcore', 'screamo']",Circa Survive,0.000241386,0.361,224428.5714,0.825,0.001003904,0.142385714,-6.146714286,0.055542857,146.7015714,0.326857143,43,7,0,14
"['english indie rock', 'indie surf', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",Circa Waves,0.00145,0.422,192120,0.95,1.10E-05,0.245,-4.603,0.0661,160.02,0.472,51,4,1,2
"['hardcore punk', 'punk', 'skate punk', 'thrash core']",Circle Jerks,0.015452857,0.467428571,142563.7857,0.898857143,2.95E-05,0.196842857,-8.557785714,0.04855,119.5866429,0.5375,30.21428571,11,1,28
[],Circus DJ's,0.000175,0.911,253451,0.735,0.000999,0.087,-6.38,0.0569,132.573,0.935,49,9,1,2
['otacore'],CircusP,0.064,0.384,295695,0.792,0,0.13,-4.035,0.109,125.303,0.382,52,6,0,2
['circus'],Cirque du Soleil,0.191,0.567,348560,0.585,3.10E-05,0.241,-10.265,0.025,83.931,0.383,54,2,0,2
['indie pop rap'],Cisco Adler,0.14428,0.7512,222797,0.666,2.82E-07,0.11518,-5.342,0.18338,121.1718,0.6712,48.4,7,1,10
"['american folk revival', 'appalachian folk', 'folk', 'old-time', 'traditional folk']",Cisco Houston,0.967871795,0.57825641,133139.2051,0.085158974,0.084814267,0.114069231,-21.63130769,0.119979487,113.4462308,0.580435897,4.846153846,2,1,78
[],Cise Star,0.655,0.565,175360,0.749,0.432,0.106,-6.629,0.0769,180.598,0.881,62,10,0,1
[],Cise Starr,0.576,0.6325,238560,0.861,0.0003249,0.0777,-5.941,0.104,99.156,0.7685,49,7,1,4
[],Cissy Housten,0.81,0.761,375947,0.436,0.00122,0.161,-13.702,0.0455,92.241,0.839,42,1,1,2
[],Cissy Houston,0.32795,0.692,376740.5,0.5685,0.008,0.09635,-10.604,0.0453,125.117,0.5565,42,10,1,4
"['anthem worship', 'world worship']",Citipointe Worship,0.00261,0.451,388133,0.567,0,0.146,-7.466,0.0322,148.079,0.219,57,11,1,2
['neo mellow'],Citizen,0.04733425,0.3795,184521.5,0.6235,0.12883125,0.32675,-6.53025,0.0426,118.454,0.272,49.25,4,0,8
['neo mellow'],Citizen Cope,0.18379375,0.696375,258242.4375,0.6616875,0.006502804,0.11455,-5.340125,0.04689375,104.2945625,0.562,50.6875,5,0,16
['pop rock'],Citizen King,0.173,0.758,207027,0.896,3.18E-05,0.136,-3.311,0.0501,94.911,0.797,57,9,1,2
"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']",Citizen Way,0.07495,0.539,232907,0.799,0,0.193,-4.6855,0.0549,95.5185,0.542,48,6,1,4
[],City Boy,0.3979,0.531,203913.5,0.4195,0.000545,0.0634,-11.03,0.0377,133.883,0.5145,37.5,3,1,4
"['pop', 'scam rap', 'trap queen']",City Girl,0.0923,0.931,168814,0.517,0.821,0.114,-8.476,0.105,118.021,0.171,62,4,1,2
"['pop', 'scam rap', 'trap queen']",City Girls,0.0414618,0.86415,174019.5,0.69695,6.80E-05,0.19467,-5.00535,0.20021,114.903,0.4662,68.5,10,1,20
['hip pop'],City High,0.231,0.755666667,187804.3333,0.749333333,3.17E-06,0.346933333,-7.361666667,0.244,94.93,0.653,51.66666667,7,1,3
"['dark trap', 'emo rap', 'underground hip hop']",City Morgue,0.11105,0.5215,176440,0.7965,0,0.348,-3.727,0.05605,114.1515,0.2655,60,1,1,2
"['british orchestra', 'classical performance', 'orchestra']",City Of Birmingham Symphony Orchestra,0.941,0.13375,406800,0.066115,0.89,0.08775,-23.6725,0.0403,110.3495,0.04595,44,1,1,4
[],City Slickers,0.8085,0.658666667,133930.5,0.6705,0.265098333,0.406766667,-6.386166667,0.129633333,126.2863333,0.719166667,6.333333333,5,1,6
[],City Spud,0.0602,0.848,290957.5,0.6935,1.96E-06,0.14285,-6.457,0.0543,101.8585,0.733,60,7,1,4
"['canadian folk', 'canadian indie']",City and Colour,0.618988889,0.497888889,273711.2222,0.413666667,0.0004614,0.173333333,-9.261888889,0.031355556,131.2784444,0.320666667,51.66666667,9,1,18
"['british orchestra', 'chamber orchestra', 'classical performance']",City of London Sinfonia,0.9547,0.28889,201941.3,0.08129,0.8047,0.1309,-24.2709,0.04261,101.8014,0.33321,42.2,2,1,10
"['cape town indie', 'piano rock', 'south african rock']",Civil Twilight,0.561,0.342,275040,0.7,0.00121,0.0994,-5.955,0.0449,150.04,0.118,50,8,1,2
[],Cj Rupor,0.0027,0.583,539183,0.991,0.887,0.127,-7.661,0.0488,143.003,0.145,0,0,1,2
['otacore'],Ck9c,0.151,0.742,268526,0.552,0.00236,0.125,-8.021,0.0883,86.541,0.712,64,10,0,1
['yacht rock'],Clair Marlo,0.5,0.557,258531,0.336,0.00113,0.0587,-14.138,0.0276,88.379,0.315,57,9,1,2
[],Claire Moore,0.899,0.267,271333,0.0913,4.30E-06,0.397,-17.607,0.0362,87.674,0.116,35,5,1,1
"['modern indie pop', 'pop']",Claire Rosinkranz,0.322,0.817,129241,0.6345,0,0.07365,-7.246,0.1625,138.015,0.4535,76.5,5,1,4
"['bedroom pop', 'boston indie']",Clairo,0.49881,0.702825,176525.4,0.450415,0.066923184,0.1411325,-10.25075,0.0559475,108.02585,0.52481,69.575,0,1,40
"['chillwave', 'experimental hip hop', 'psychedelic hip hop', 'underground hip hop', 'vapor twitch', 'witch house']",Clams Casino,0.604666667,0.490666667,180200.6667,0.408666667,0.289156667,0.158766667,-9.570666667,0.1401,110.03,0.348466667,62.33333333,8,1,6
"['dark post-punk', 'dark wave', 'ebm', 'ethereal wave', 'gothic rock', 'industrial', 'new romantic', 'new wave']",Clan of Xymox,0.056030444,0.507555556,324601.3333,0.591111111,0.332353333,0.147633333,-12.71811111,0.036766667,131.8076667,0.405555556,35.66666667,10,0,18
[],Clancy Brown,0.6745,0.391,161113.5,0.6935,0,0.4025,-8.0195,0.2681,80.328,0.442,44,5,1,2
"['early reggae', 'rock steady']",Clancy Eccles,0.305,0.81,198720,0.435,0.000702,0.109,-10.384,0.0351,84.686,0.826,27,2,0,2
"['celtic', 'celtic rock', 'new age']",Clannad,0.878529412,0.316117647,235781.1176,0.215209412,0.198304527,0.105147059,-19.09947059,0.036823529,137.1317647,0.225341176,37.64705882,9,0,17
"['alternative dance', 'alternative rock', 'brooklyn indie', 'dance-punk', 'freak folk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'philly indie', 'stomp and holler']",Clap Your Hands Say Yeah,0.00743,0.456,343773,0.971,0.000205,0.128,-5.159,0.0678,141.567,0.397,55,0,1,2
"['classical performance', 'romanian classical piano']",Clara Haskil,0.986666667,0.334,368353.3333,0.153683333,0.489333333,0.10645,-17.50816667,0.051283333,93.6245,0.3905,0.666666667,10,1,6
['vintage italian pop'],Clara Jaione,0.974,0.684,154467,0.483,0.000785,0.181,-12.268,0.061,119.617,0.778,0,7,1,2
[],Clara Jaione con Orchestra Armando Fragna,0.979166667,0.6985,164713.3333,0.15505,0.247475383,0.111466667,-22.2625,0.2611,122.239,0.877166667,0.833333333,7,1,12
"['dance pop', 'electropop', 'indie cafe pop', 'pop', 'social media pop', 'swedish pop']",Clara Mae,0.228,0.477,194204,0.51,0,0.0755,-8.94,0.275,111.893,0.477,62,2,1,2
"['louisiana blues', 'new orleans blues', 'rhythm and blues', 'rock-and-roll', 'swamp pop']","Clarence ""Frogman"" Henry",0.4415,0.662,141533.5,0.503,2.13E-05,0.128,-6.7525,0.04195,97.0525,0.691,48,10,1,4
"['blues', 'blues rock', 'memphis blues', 'modern blues', 'texas blues', 'traditional blues']","Clarence ""Gatemouth"" Brown",0.628,0.705,312646.5,0.32,0.0564,0.1042,-16.7705,0.06695,98.3,0.645,40,7,1,4
"['appalachian folk', 'banjo', 'clawhammer banjo', 'old-time', 'vintage country folk']",Clarence Ashley,0.9675,0.528,187023.5,0.2795,0.30800207,0.2285,-12.4625,0.0703,140.8335,0.4155,6,9,1,4
[],Clarence Ashley & Gwen Foster,0.971,0.522,178129,0.336,0.0223,0.0543,-10.922,0.0697,171.897,0.529,0,7,1,2
[],Clarence Ashley y Gwen Foster,0.972,0.452,178416,0.201,3.97E-05,0.115,-13.451,0.0474,201.013,0.857,0,4,1,2
"['classic soul', 'funk', 'motown', 'soul', 'southern soul']",Clarence Carter,0.414611111,0.631722222,170782.5556,0.485222222,0.001575807,0.197683333,-13.11588889,0.058172222,112.5887222,0.865555556,34.16666667,10,1,36
"['rare groove', 'traditional soul']",Clarence Reid,0.4,0.671,169560,0.573,9.99E-06,0.0671,-8.574,0.0425,94.752,0.944,32,10,1,2
[],Clarence Williams & His Orchestra,0.917,0.8,207911,0.458,0.0371,0.0833,-10.564,0.0546,91.611,0.815,0,3,1,2
"['vintage swing', 'washboard']",Clarence Williams & His Washboard Band,0.992166667,0.637166667,182477.5,0.4565,0.834166667,0.193,-10.34933333,0.13885,147.0865,0.873833333,0,0,1,12
"['harlem renaissance', 'ragtime']",Clarence Williams' Blue Five,0.995166667,0.5955,179004.5,0.236,0.350333333,0.308666667,-14.1695,0.089366667,116.6053333,0.5925,7.5,7,1,12
['dixieland'],Clarence Williams' Jug Band,0.972,0.74,187014,0.604,0.0719,0.0395,-10.616,0.123,123.043,0.893,2,5,1,2
"['anime', 'anime score', 'j-pop girl group', 'j-poprock', 'otacore']",ClariS,0.07,0.517,270040,0.906,0.000223,0.155,-4.349,0.0508,175.021,0.671,50,1,1,2
['background piano'],Claribel,0.954,0.327,186107,0.204,0,0.298,-14.52,0.0465,107.778,0.149,0,2,1,1
['show tunes'],Clark Johnsen,0.6738,0.597,284973.4,0.472,0,0.31932,-10.1996,0.382,137.261,0.5934,51.4,5,1,5
[],Clark S. Nova,4.05E-05,0.512,256533,0.89,5.89E-06,0.305,-5.056,0.051,99.982,0.203,49,7,1,2
"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trumpet']",Clark Terry,0.683540476,0.530642857,330711.0476,0.340080952,0.247234884,0.299428571,-12.64840476,0.072185714,113.6583571,0.477857143,18.88095238,5,1,42
[],Clark Terry Quartet,0.741375,0.580125,305963.125,0.2721,0.199195,0.2249,-16.50575,0.0420875,122.5875,0.499125,12.75,8,1,16
"['brooklyn indie', 'chillwave', 'metropopolis', 'neo-synthpop']",Class Actress,0.0109,0.684,225233,0.697,0.0908,0.0986,-6.73,0.0334,96.992,0.761,47,6,0,2
"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'soft rock']",Classics IV,0.735454545,0.623181818,169889.6364,0.379545455,0.031631167,0.158963636,-12.07845455,0.031863636,112.8769091,0.684272727,41.36363636,4,0,11
"['alternative dance', 'chillwave', 'electrofox', 'filter house', 'indie poptimism', 'nu disco']",Classixx,0.0378,0.894,251381,0.569,9.88E-05,0.0636,-7.144,0.0406,110.005,0.827,49,2,1,2
"['alternative r&b', 'pop']",Claud,0.201,0.818,138000,0.623,0,0.112,-5.901,0.043,120.104,0.968,63,9,0,1
"['chanson', 'french pop']",Claude Barzotti,0.485933333,0.446,233799.6667,0.481666667,9.10E-05,0.098466667,-11.667,0.035666667,133.1486667,0.440666667,44.33333333,2,1,6
['french jazz'],Claude Bolling,0.644333333,0.578666667,219000.3333,0.425333333,0.538,0.439666667,-13.528,0.038333333,95.299,0.556,11.33333333,5,0,3
"['classical', 'impressionism', 'post-romantic era']",Claude Debussy,0.967897898,0.320456757,225209.7387,0.085112222,0.615432968,0.160775375,-24.50396396,0.048345045,99.61406306,0.122367267,6.129129129,1,1,333
"['chanson', 'francoton', 'french pop', 'ye ye']",Claude François,0.0649,0.283,252000,0.437,0,0.131,-9.921,0.0423,172.891,0.508,28,5,1,2
[],Claude Hopkins,0.972,0.675,162000,0.396,0.572,0.0868,-11.862,0.0945,118.412,0.789,0,4,0,2
[],Claude Hopkins and His Orchestra,0.918,0.704,167267,0.395,0.617,0.224,-11.47,0.107,141.554,0.745,1,7,1,2
['cowboy western'],Claude King,0.839,0.622,159643,0.394,8.31E-05,0.172475,-13.46225,0.045625,135.80525,0.87425,28.75,3,1,8
['spytrack'],Claude Larson,0.902,0.455,483133,0.151,0.892,0.0874,-21.173,0.0376,80.984,0.0377,34,3,1,2
[],Claude Luter et son orchestre,0.811,0.46,193573,0.379,0.866,0.552,-12.862,0.0402,79.53,0.61,58,3,1,2
[],Claude McKay,0.6875,0.704,96793.5,0.126,0,0.0985,-16.666,0.905,96.6465,0.5875,3.5,7,1,4
[],Claude Romano,0.768,0.407,180898,0.565,0.000228,0.0853,-10.29,0.0534,136.724,0.803,5,7,0,1
[],Claude Thornhill & His Orchestra,0.983666667,0.434333333,170564.3333,0.1141,0.622333333,0.16,-19.005,0.054933333,105.836,0.371,5.666666667,6,1,6
[],Claude Walter Feaster,0.861,0.681,165933,0.377,0,0.34,-7.54,0.0566,130.041,0.528,43,2,0,1
['broadway'],Claude-Michel Schönberg,0.8534,0.2738,249719.8,0.12646,2.69E-05,0.23816,-17.8558,0.03782,112.2394,0.1268,28.6,5,1,5
[],Claudette Ortiz,0.071833333,0.671333333,236706.3333,0.679333333,0,0.0817,-6.856666667,0.137433333,88.64866667,0.505333333,40.66666667,9,1,6
"['axe', 'funk carioca', 'pagode', 'pop nacional', 'sertanejo universitario']",Claudia,0.08415,0.6075,169340,0.7905,0,0.18105,-6.9395,0.19445,86.889,0.733,45.5,4,1,4
"['axe', 'funk carioca', 'pagode', 'pop nacional', 'sertanejo universitario']",Claudia Leitte,0.00879,0.592,222520,0.935,0.0154,0.132,-4.317,0.0581,125.013,0.567,65,6,0,2
[],Claudine Longet,0.718666667,0.467333333,195209,0.254233333,0.052176667,0.185333333,-16.7,0.0349,116.3633333,0.345,25,7,1,6
[],Claudine Williams,0.944,0.16,193947,0.208,0.0123,0.126,-15.325,0.0331,72.903,0.11,20,2,0,2
"['classical performance', 'orchestral performance']",Claudio Abbado,0.934263158,0.246568421,261028.6842,0.147694737,0.822631579,0.223084211,-20.36968421,0.039826316,109.2058421,0.240736842,37.78947368,7,0,19
"['classical', 'classical performance', 'classical piano', 'latin american classical piano']",Claudio Arrau,0.992829114,0.43864135,192947.981,0.155754684,0.889938819,0.133906962,-21.91178059,0.0538327,101.3420485,0.421649578,0.594936709,7,1,474
"['classic italian pop', 'italian adult pop']",Claudio Baglioni,0.463,0.506,332946.75,0.311,4.83E-05,0.154175,-14.94075,0.035175,109.2985,0.42025,53,0,1,8
"['baroque', 'classical', 'early music', 'italian baroque', 'italian renaissance', 'madrigal', 'renaissance']",Claudio Monteverdi,0.466,0.619,87960,0.342,0.0902,0.152,-11.429,0.0349,67.006,0.373,44,2,1,1
['cumbia sonidera'],Claudio Moran,0.417333333,0.628666667,246266.3333,0.746666667,0.002487333,0.236,-8.986,0.051033333,131.2983333,0.953333333,53.33333333,11,0,3
['classical performance'],Claudio Scimone,0.9514,0.3814,248581.4,0.1205,0.6834,0.23814,-21.7054,0.05486,112.4926,0.38516,21.8,2,1,5
"['canzone napoletana', 'classic italian folk pop', 'classic italian pop']",Claudio Villa,0.945323529,0.392691176,196989.9412,0.240914706,0.077915948,0.213107353,-13.42657353,0.0442,109.9603235,0.469191176,1.838235294,10,1,136
"['ballroom', 'easy listening']",Claudius Alzner,0.314,0.174,169520,0.272,0.139,0.0713,-12.212,0.0304,205.857,0.577,37,5,1,1
['space age pop'],Claus Ogerman,0.989,0.114,158067,0.0339,0.482,0.133,-21.806,0.0423,81.199,0.0402,2,2,0,2
"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",Clave 520,0.545,0.762,136376,0.722,0,0.164,-3.904,0.0316,114.999,0.979,61,9,1,2
"['alternative metal', 'funk metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock']",Clawfinger,0.011,0.551,231720,0.915,0.0011,0.187,-5.178,0.0688,170.303,0.573,50,1,1,2
['idol'],Clay Aiken,0.152,0.565,243867,0.777,0,0.35,-5.516,0.037,110.092,0.593,42,2,0,2
[],Clay Parnell,0.0574,0.732,246967,0.726,0.00829,0.382,-8.074,0.261,172.039,0.45,55,0,1,1
"['contemporary country', 'country', 'country road', 'modern country rock']",Clay Walker,0.131742222,0.602833333,202519.9444,0.650083333,5.48E-05,0.140438889,-8.859111111,0.034230556,128.3103056,0.565055556,45.36111111,7,1,36
"['big band', 'jazz orchestra']",Clayton-Hamilton Jazz Orchestra,0.929,0.435,249960,0.127,2.34E-06,0.109,-14.468,0.0382,69.48,0.138,41,8,1,2
"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",Clean Bandit,0.222018182,0.730545455,221139.2727,0.666727273,1.54E-05,0.220136364,-5.190818182,0.0449,112.0643636,0.593636364,71.18181818,0,0,11
"['jawaiian', 'reggae rock', 'west coast reggae']",Clear Conscience,0.0355,0.784,206160,0.546,0.000247,0.0756,-6.195,0.0529,147.457,0.827,40,6,1,2
"['historic orchestral performance', 'orchestral performance']",Clemens Krauss,0.889411765,0.373627451,321413.2157,0.188982353,0.139600459,0.240037255,-19.46313725,0.064417647,103.2979412,0.28144902,0.019607843,0,1,102
[],Cleve Asbury,0.567,0.63,238000,0.6,0,0.0988,-7.433,0.383,136,0.731,49,11,1,1
"['american orchestra', 'classical', 'classical performance', 'orchestra']",Cleveland Orchestra,0.941697749,0.325617363,324335.1125,0.149898135,0.753358424,0.155283601,-19.11740193,0.041783601,111.7390643,0.27471672,7.945337621,0,1,311
['pops orchestra'],Cleveland Pops Orchestra,0.942,0.46,193387,0.169,0,0.0728,-15.296,0.0419,140.966,0.387,6,9,1,2
['alabama rap'],Clever,0.3074,0.703,195875,0.578,7.40E-06,0.302,-5.0835,0.06745,150.0265,0.7565,73.5,8,0,4
"['boy band', 'neo mellow', 'neon pop punk', 'pixie', 'pop punk', 'pop rock']",Click,0.0924,0.841,294870,0.927,0.884,0.14,-5.891,0.0369,134.409,0.935,51,11,0,2
[],Click Tha Supa Latin,0.00247,0.558,72133,0.742,0.594,0.0888,-14.519,0.136,93.18,0.237,36,10,0,2
[],Cliff Barrows,0.988,0.266,198280,0.194,2.22E-05,0.109,-16.941,0.0386,81.722,0.255,26,3,1,2
['movie tunes'],Cliff Edwards,0.950166667,0.527666667,148800.5,0.355166667,0.007668333,0.327166667,-12.62316667,0.182116667,118.637,0.543,28.83333333,8,1,6
